Pair,Date,Rate
NZDGBP,2024-06-05,0.483350
SGDGBP,2024-06-05,0.581340
USDGBP,2024-06-05,0.782900
HKDGBP,2024-06-06,0.100078
NZDGBP,2024-06-06,0.484200
SGDGBP,2024-06-06,0.579861
USDGBP,2024-06-06,0.781570
HKDGBP,2024-06-07,0.100096
NZDGBP,2024-06-07,0.484320
SGDGBP,2024-06-07,0.580936
USDGBP,2024-06-07,0.781660
HKDGBP,2024-06-10,0.100563
NZDGBP,2024-06-10,0.479610
SGDGBP,2024-06-10,0.580780
USDGBP,2024-06-10,0.785580
HKDGBP,2024-06-11,0.100582
NZDGBP,2024-06-11,0.481460
SGDGBP,2024-06-11,0.580840
USDGBP,2024-06-11,0.785770
HKDGBP,2024-06-12,0.100467
NZDGBP,2024-06-12,0.482320
SGDGBP,2024-06-12,0.580070
USDGBP,2024-06-12,0.784900
HKDGBP,2024-06-13,0.100081
NZDGBP,2024-06-13,0.483400
SGDGBP,2024-06-13,0.579700
USDGBP,2024-06-13,0.781480
HKDGBP,2024-06-14,0.100369
NZDGBP,2024-06-14,0.482900
SGDGBP,2024-06-14,0.580190
USDGBP,2024-06-14,0.784000
HKDGBP,2024-06-17,0.100918
NZDGBP,2024-06-17,0.483820
SGDGBP,2024-06-17,0.582470
USDGBP,2024-06-17,0.788450
HKDGBP,2024-06-18,0.100698
NZDGBP,2024-06-18,0.482400
SGDGBP,2024-06-18,0.581980
USDGBP,2024-06-18,0.786411
HKDGBP,2024-06-19,0.100790
NZDGBP,2024-06-19,0.483140
SGDGBP,2024-06-19,0.582370
USDGBP,2024-06-19,0.786940
HKDGBP,2024-06-20,0.100695
NZDGBP,2024-06-20,0.482300
SGDGBP,2024-06-20,0.581960
USDGBP,2024-06-20,0.786040
HKDGBP,2024-06-21,0.101194
NZDGBP,2024-06-21,0.483530
SGDGBP,2024-06-21,0.583200
USDGBP,2024-06-21,0.789860
HKDGBP,2024-06-24,0.101396
NZDGBP,2024-06-24,0.483480
SGDGBP,2024-06-24,0.583680
USDGBP,2024-06-24,0.791200
HKDGBP,2024-06-25,0.100982
NZDGBP,2024-06-25,0.482500
SGDGBP,2024-06-25,0.582770
USDGBP,2024-06-25,0.788430
HKDGBP,2024-06-26,0.100957
NZDGBP,2024-06-26,0.482330
SGDGBP,2024-06-26,0.581900
USDGBP,2024-06-26,0.788395
HKDGBP,2024-06-27,0.101460
NZDGBP,2024-06-27,0.481640
SGDGBP,2024-06-27,0.583000
USDGBP,2024-06-27,0.792280
HKDGBP,2024-06-28,0.101264
NZDGBP,2024-06-28,0.481080
SGDGBP,2024-06-28,0.582260
USDGBP,2024-06-28,0.790780
HKDGBP,2024-07-01,0.101240
NZDGBP,2024-07-01,0.482120
SGDGBP,2024-07-01,0.583320
USDGBP,2024-07-01,0.790600
HKDGBP,2024-07-02,0.101219
NZDGBP,2024-07-02,0.479500
SGDGBP,2024-07-02,0.582340
USDGBP,2024-07-02,0.790780
HKDGBP,2024-07-03,0.100860
NZDGBP,2024-07-03,0.479250
SGDGBP,2024-07-03,0.581140
USDGBP,2024-07-03,0.788000
HKDGBP,2024-07-04,0.100449
NZDGBP,2024-07-04,0.479020
SGDGBP,2024-07-04,0.579630
USDGBP,2024-07-04,0.784450
HKDGBP,2024-07-05,0.100389
NZDGBP,2024-07-05,0.479000
SGDGBP,2024-07-05,0.579970
USDGBP,2024-07-05,0.783960
HKDGBP,2024-07-08,0.099943
NZDGBP,2024-07-08,0.479450
SGDGBP,2024-07-08,0.578890
USDGBP,2024-07-08,0.780853
HKDGBP,2024-07-09,0.099910
NZDGBP,2024-07-09,0.478330
SGDGBP,2024-07-09,0.578155
USDGBP,2024-07-09,0.780300
HKDGBP,2024-07-10,0.100096
NZDGBP,2024-07-10,0.479000
SGDGBP,2024-07-10,0.578880
USDGBP,2024-07-10,0.782000
HKDGBP,2024-07-11,0.099612
NZDGBP,2024-07-11,0.473590
SGDGBP,2024-07-11,0.576840
USDGBP,2024-07-11,0.778050
HKDGBP,2024-07-12,0.099107
NZDGBP,2024-07-12,0.471490
SGDGBP,2024-07-12,0.576490
USDGBP,2024-07-12,0.773770
HKDGBP,2024-07-15,0.098772
NZDGBP,2024-07-15,0.469990
SGDGBP,2024-07-15,0.574160
USDGBP,2024-07-15,0.771200
HKDGBP,2024-07-16,0.098763
NZDGBP,2024-07-16,0.468450
SGDGBP,2024-07-16,0.573830
USDGBP,2024-07-16,0.771010
HKDGBP,2024-07-17,0.098694
NZDGBP,2024-07-17,0.467590
SGDGBP,2024-07-17,0.573270
USDGBP,2024-07-17,0.770553
HKDGBP,2024-07-18,0.098472
NZDGBP,2024-07-18,0.467390
SGDGBP,2024-07-18,0.573760
USDGBP,2024-07-18,0.768790
HKDGBP,2024-07-19,0.098860
NZDGBP,2024-07-19,0.466570
SGDGBP,2024-07-19,0.574590
USDGBP,2024-07-19,0.772100
HKDGBP,2024-07-22,0.099004
NZDGBP,2024-07-22,0.465710
SGDGBP,2024-07-22,0.575200
USDGBP,2024-07-22,0.773210
HKDGBP,2024-07-23,0.099048
NZDGBP,2024-07-23,0.462200
SGDGBP,2024-07-23,0.574480
USDGBP,2024-07-23,0.773250
HKDGBP,2024-07-24,0.099258
NZDGBP,2024-07-24,0.461330
SGDGBP,2024-07-24,0.575880
USDGBP,2024-07-24,0.775100
HKDGBP,2024-07-25,0.099268
NZDGBP,2024-07-25,0.459390
SGDGBP,2024-07-25,0.576860
USDGBP,2024-07-25,0.775200
HKDGBP,2024-07-26,0.099636
NZDGBP,2024-07-26,0.458040
SGDGBP,2024-07-26,0.579030
USDGBP,2024-07-26,0.777800
HKDGBP,2024-07-29,0.099541
NZDGBP,2024-07-29,0.457400
SGDGBP,2024-07-29,0.578600
USDGBP,2024-07-29,0.777100
HKDGBP,2024-07-30,0.099556
NZDGBP,2024-07-30,0.456930
SGDGBP,2024-07-30,0.578920
USDGBP,2024-07-30,0.777580
HKDGBP,2024-07-31,0.099700
NZDGBP,2024-07-31,0.459660
SGDGBP,2024-07-31,0.580430
USDGBP,2024-07-31,0.779000
HKDGBP,2024-08-01,0.099581
NZDGBP,2024-08-01,0.462980
SGDGBP,2024-08-01,0.582180
USDGBP,2024-08-01,0.778020
HKDGBP,2024-08-02,0.100535
NZDGBP,2024-08-02,0.466270
SGDGBP,2024-08-02,0.587660
USDGBP,2024-08-02,0.785610
HKDGBP,2024-08-05,0.100181
NZDGBP,2024-08-05,0.464970
SGDGBP,2024-08-05,0.589800
USDGBP,2024-08-05,0.781990
HKDGBP,2024-08-06,0.100333
NZDGBP,2024-08-06,0.465210
SGDGBP,2024-08-06,0.589970
USDGBP,2024-08-06,0.781940
HKDGBP,2024-08-07,0.101135
NZDGBP,2024-08-07,0.470700
SGDGBP,2024-08-07,0.594650
USDGBP,2024-08-07,0.788350
HKDGBP,2024-08-08,0.101201
NZDGBP,2024-08-08,0.471950
SGDGBP,2024-08-08,0.594450
USDGBP,2024-08-08,0.788620
HKDGBP,2024-08-09,0.100641
NZDGBP,2024-08-09,0.471150
SGDGBP,2024-08-09,0.591490
USDGBP,2024-08-09,0.784470
HKDGBP,2024-08-12,0.100556
NZDGBP,2024-08-12,0.470090
SGDGBP,2024-08-12,0.592150
USDGBP,2024-08-12,0.784290
HKDGBP,2024-08-13,0.100476
NZDGBP,2024-08-13,0.471550
SGDGBP,2024-08-13,0.591420
USDGBP,2024-08-13,0.783010
HKDGBP,2024-08-14,0.099779
NZDGBP,2024-08-14,0.472390
SGDGBP,2024-08-14,0.589990
USDGBP,2024-08-14,0.777200
HKDGBP,2024-08-15,0.100050
NZDGBP,2024-08-15,0.467740
SGDGBP,2024-08-15,0.592030
USDGBP,2024-08-15,0.779500
HKDGBP,2024-08-16,0.099728
NZDGBP,2024-08-16,0.465000
SGDGBP,2024-08-16,0.588040
USDGBP,2024-08-16,0.777640
HKDGBP,2024-08-19,0.099082
NZDGBP,2024-08-19,0.467780
SGDGBP,2024-08-19,0.586950
USDGBP,2024-08-19,0.772370
HKDGBP,2024-08-20,0.098817
NZDGBP,2024-08-20,0.470830
SGDGBP,2024-08-20,0.588460
USDGBP,2024-08-20,0.769800
HKDGBP,2024-08-21,0.098498
NZDGBP,2024-08-21,0.472270
SGDGBP,2024-08-21,0.587980
USDGBP,2024-08-21,0.767140
HKDGBP,2024-08-22,0.097994
NZDGBP,2024-08-22,0.470570
SGDGBP,2024-08-22,0.585030
USDGBP,2024-08-22,0.763740
HKDGBP,2024-08-23,0.097913
NZDGBP,2024-08-23,0.468970
SGDGBP,2024-08-23,0.582700
USDGBP,2024-08-23,0.763490
HKDGBP,2024-08-26,0.097064
NZDGBP,2024-08-26,0.470990
SGDGBP,2024-08-26,0.581610
USDGBP,2024-08-26,0.756850
HKDGBP,2024-08-27,0.097223
NZDGBP,2024-08-27,0.470330
SGDGBP,2024-08-27,0.581380
USDGBP,2024-08-27,0.758050
HKDGBP,2024-08-28,0.096684
NZDGBP,2024-08-28,0.470930
SGDGBP,2024-08-28,0.579580
USDGBP,2024-08-28,0.754290
HKDGBP,2024-08-29,0.097165
NZDGBP,2024-08-29,0.473440
SGDGBP,2024-08-29,0.581400
USDGBP,2024-08-29,0.757940
HKDGBP,2024-08-30,0.097402
NZDGBP,2024-08-30,0.475630
SGDGBP,2024-08-30,0.583020
USDGBP,2024-08-30,0.759520
HKDGBP,2024-09-02,0.097663
NZDGBP,2024-09-02,0.475710
SGDGBP,2024-09-02,0.583080
USDGBP,2024-09-02,0.761700
HKDGBP,2024-09-03,0.097592
NZDGBP,2024-09-03,0.474010
SGDGBP,2024-09-03,0.582130
USDGBP,2024-09-03,0.760920
HKDGBP,2024-09-04,0.097780
NZDGBP,2024-09-04,0.471700
SGDGBP,2024-09-04,0.583430
USDGBP,2024-09-04,0.762540
HKDGBP,2024-09-05,0.097587
NZDGBP,2024-09-05,0.470570
SGDGBP,2024-09-05,0.583610
USDGBP,2024-09-05,0.760760
HKDGBP,2024-09-06,0.097365
NZDGBP,2024-09-06,0.472260
SGDGBP,2024-09-06,0.583780
USDGBP,2024-09-06,0.758870
HKDGBP,2024-09-09,0.097666
NZDGBP,2024-09-09,0.469810
SGDGBP,2024-09-09,0.584170
USDGBP,2024-09-09,0.761420
HKDGBP,2024-09-10,0.098120
NZDGBP,2024-09-10,0.469820
SGDGBP,2024-09-10,0.585780
USDGBP,2024-09-10,0.765030
HKDGBP,2024-09-11,0.098043
NZDGBP,2024-09-11,0.470090
SGDGBP,2024-09-11,0.586150
USDGBP,2024-09-11,0.764510
HKDGBP,2024-09-12,0.098351
NZDGBP,2024-09-12,0.470210
SGDGBP,2024-09-12,0.587820
USDGBP,2024-09-12,0.766900
HKDGBP,2024-09-13,0.097591
NZDGBP,2024-09-13,0.471040
SGDGBP,2024-09-13,0.585390
USDGBP,2024-09-13,0.761480
HKDGBP,2024-09-16,0.097615
NZDGBP,2024-09-16,0.469160
SGDGBP,2024-09-16,0.586670
USDGBP,2024-09-16,0.761151
HKDGBP,2024-09-17,0.097132
NZDGBP,2024-09-17,0.468920
SGDGBP,2024-09-17,0.584150
USDGBP,2024-09-17,0.756960
HKDGBP,2024-09-18,0.097441
NZDGBP,2024-09-18,0.470320
SGDGBP,2024-09-18,0.586000
USDGBP,2024-09-18,0.759450
HKDGBP,2024-09-19,0.097190
NZDGBP,2024-09-19,0.470250
SGDGBP,2024-09-19,0.584410
USDGBP,2024-09-19,0.757510
HKDGBP,2024-09-20,0.096593
NZDGBP,2024-09-20,0.469500
SGDGBP,2024-09-20,0.582480
USDGBP,2024-09-20,0.752910
HKDGBP,2024-09-23,0.096405
NZDGBP,2024-09-23,0.468310
SGDGBP,2024-09-23,0.581870
USDGBP,2024-09-23,0.751090
HKDGBP,2024-09-24,0.096198
NZDGBP,2024-09-24,0.469360
SGDGBP,2024-09-24,0.580210
USDGBP,2024-09-24,0.749070
HKDGBP,2024-09-25,0.095684
NZDGBP,2024-09-25,0.473000
SGDGBP,2024-09-25,0.580700
USDGBP,2024-09-25,0.744750
HKDGBP,2024-09-26,0.096447
NZDGBP,2024-09-26,0.469820
SGDGBP,2024-09-26,0.582200
USDGBP,2024-09-26,0.750988
HKDGBP,2024-09-27,0.095844
NZDGBP,2024-09-27,0.471990
SGDGBP,2024-09-27,0.580720
USDGBP,2024-09-27,0.745500
HKDGBP,2024-09-30,0.096118
NZDGBP,2024-09-30,0.474300
SGDGBP,2024-09-30,0.583540
USDGBP,2024-09-30,0.747200
HKDGBP,2024-10-01,0.096161
NZDGBP,2024-10-01,0.474290
SGDGBP,2024-10-01,0.581700
USDGBP,2024-10-01,0.747600
HKDGBP,2024-10-02,0.096932
NZDGBP,2024-10-02,0.473250
SGDGBP,2024-10-02,0.584730
USDGBP,2024-10-02,0.753350
HKDGBP,2024-10-03,0.097101
NZDGBP,2024-10-03,0.471900
SGDGBP,2024-10-03,0.583380
USDGBP,2024-10-03,0.753800
HKDGBP,2024-10-04,0.098081
NZDGBP,2024-10-04,0.473460
SGDGBP,2024-10-04,0.587360
USDGBP,2024-10-04,0.761600
HKDGBP,2024-10-07,0.098097
NZDGBP,2024-10-07,0.469300
SGDGBP,2024-10-07,0.583910
USDGBP,2024-10-07,0.761890
HKDGBP,2024-10-08,0.098400
NZDGBP,2024-10-08,0.468290
SGDGBP,2024-10-08,0.586060
USDGBP,2024-10-08,0.764250
HKDGBP,2024-10-09,0.098218
NZDGBP,2024-10-09,0.468130
SGDGBP,2024-10-09,0.585440
USDGBP,2024-10-09,0.763660
HKDGBP,2024-10-10,0.098447
NZDGBP,2024-10-10,0.464470
SGDGBP,2024-10-10,0.585280
USDGBP,2024-10-10,0.765210
HKDGBP,2024-10-11,0.098531
NZDGBP,2024-10-11,0.466610
SGDGBP,2024-10-11,0.586170
USDGBP,2024-10-11,0.765570
HKDGBP,2024-10-14,0.098590
NZDGBP,2024-10-14,0.466600
SGDGBP,2024-10-14,0.586070
USDGBP,2024-10-14,0.766340
HKDGBP,2024-10-15,0.098586
NZDGBP,2024-10-15,0.465940
SGDGBP,2024-10-15,0.585060
USDGBP,2024-10-15,0.765260
HKDGBP,2024-10-16,0.098525
NZDGBP,2024-10-16,0.463430
SGDGBP,2024-10-16,0.584340
USDGBP,2024-10-16,0.765350
HKDGBP,2024-10-17,0.099062
NZDGBP,2024-10-17,0.466320
SGDGBP,2024-10-17,0.586070
USDGBP,2024-10-17,0.769810
HKDGBP,2024-10-18,0.098836
NZDGBP,2024-10-18,0.465580
SGDGBP,2024-10-18,0.584550
USDGBP,2024-10-18,0.768300
HKDGBP,2024-10-21,0.098594
NZDGBP,2024-10-21,0.465460
SGDGBP,2024-10-21,0.584768
USDGBP,2024-10-21,0.766130
HKDGBP,2024-10-22,0.099079
NZDGBP,2024-10-22,0.463860
SGDGBP,2024-10-22,0.584920
USDGBP,2024-10-22,0.770240
HKDGBP,2024-10-23,0.099100
NZDGBP,2024-10-23,0.465590
SGDGBP,2024-10-23,0.585150
USDGBP,2024-10-23,0.770250
HKDGBP,2024-10-24,0.099669
NZDGBP,2024-10-24,0.465020
SGDGBP,2024-10-24,0.585250
USDGBP,2024-10-24,0.774370
HKDGBP,2024-10-25,0.099203
NZDGBP,2024-10-25,0.463050
SGDGBP,2024-10-25,0.584470
USDGBP,2024-10-25,0.770810
HKDGBP,2024-10-28,0.099303
NZDGBP,2024-10-28,0.461330
SGDGBP,2024-10-28,0.583100
USDGBP,2024-10-28,0.771710
HKDGBP,2024-10-29,0.099180
NZDGBP,2024-10-29,0.461380
SGDGBP,2024-10-29,0.582790
USDGBP,2024-10-29,0.770730
HKDGBP,2024-10-30,0.098883
NZDGBP,2024-10-30,0.458770
SGDGBP,2024-10-30,0.580530
USDGBP,2024-10-30,0.768400
HKDGBP,2024-10-31,0.099288
NZDGBP,2024-10-31,0.460660
SGDGBP,2024-10-31,0.583590
USDGBP,2024-10-31,0.771630
HKDGBP,2024-11-01,0.099730
NZDGBP,2024-11-01,0.462900
SGDGBP,2024-11-01,0.587480
USDGBP,2024-11-01,0.775330
HKDGBP,2024-11-04,0.099273
NZDGBP,2024-11-04,0.462140
SGDGBP,2024-11-04,0.583910
USDGBP,2024-11-04,0.771998
HKDGBP,2024-11-05,0.099311
NZDGBP,2024-11-05,0.461030
SGDGBP,2024-11-05,0.584870
USDGBP,2024-11-05,0.771930
HKDGBP,2024-11-06,0.098643
NZDGBP,2024-11-06,0.461180
SGDGBP,2024-11-06,0.583570
USDGBP,2024-11-06,0.766660
HKDGBP,2024-11-07,0.099815
NZDGBP,2024-11-07,0.460890
SGDGBP,2024-11-07,0.582160
USDGBP,2024-11-07,0.776200
HKDGBP,2024-11-08,0.099120
NZDGBP,2024-11-08,0.463800
SGDGBP,2024-11-08,0.583190
USDGBP,2024-11-08,0.770280
HKDGBP,2024-11-11,0.099563
NZDGBP,2024-11-11,0.461810
SGDGBP,2024-11-11,0.583050
USDGBP,2024-11-11,0.774170
HKDGBP,2024-11-12,0.099898
NZDGBP,2024-11-12,0.463600
SGDGBP,2024-11-12,0.582710
USDGBP,2024-11-12,0.776700
HKDGBP,2024-11-13,0.100928
NZDGBP,2024-11-13,0.464920
SGDGBP,2024-11-13,0.586300
USDGBP,2024-11-13,0.784980
HKDGBP,2024-11-14,0.101136
NZDGBP,2024-11-14,0.462880
SGDGBP,2024-11-14,0.585970
USDGBP,2024-11-14,0.786980
HKDGBP,2024-11-15,0.101446
NZDGBP,2024-11-15,0.461710
SGDGBP,2024-11-15,0.586340
USDGBP,2024-11-15,0.789400
HKDGBP,2024-11-18,0.101779
NZDGBP,2024-11-18,0.464590
SGDGBP,2024-11-18,0.590310
USDGBP,2024-11-18,0.792540
HKDGBP,2024-11-19,0.101324
NZDGBP,2024-11-19,0.464510
SGDGBP,2024-11-19,0.589220
USDGBP,2024-11-19,0.788690
HKDGBP,2024-11-20,0.101204
NZDGBP,2024-11-20,0.466220
SGDGBP,2024-11-20,0.589240
USDGBP,2024-11-20,0.787740
HKDGBP,2024-11-21,0.101535
NZDGBP,2024-11-21,0.464620
SGDGBP,2024-11-21,0.588510
USDGBP,2024-11-21,0.790180
HKDGBP,2024-11-22,0.102089
NZDGBP,2024-11-22,0.465350
SGDGBP,2024-11-22,0.590030
USDGBP,2024-11-22,0.794610
HKDGBP,2024-11-25,0.102011
NZDGBP,2024-11-25,0.465380
SGDGBP,2024-11-25,0.591090
USDGBP,2024-11-25,0.794040
HKDGBP,2024-11-26,0.102515
NZDGBP,2024-11-26,0.463590
SGDGBP,2024-11-26,0.591360
USDGBP,2024-11-26,0.797890
HKDGBP,2024-11-27,0.102185
NZDGBP,2024-11-27,0.464060
SGDGBP,2024-11-27,0.590810
USDGBP,2024-11-27,0.795300
HKDGBP,2024-11-28,0.101370
NZDGBP,2024-11-28,0.464880
SGDGBP,2024-11-28,0.588190
USDGBP,2024-11-28,0.788790
HKDGBP,2024-11-29,0.101189
NZDGBP,2024-11-29,0.464300
SGDGBP,2024-11-29,0.587130
USDGBP,2024-11-29,0.787600
HKDGBP,2024-12-02,0.101169
NZDGBP,2024-12-02,0.464930
SGDGBP,2024-12-02,0.586800
USDGBP,2024-12-02,0.787300
HKDGBP,2024-12-03,0.101517
NZDGBP,2024-12-03,0.464780
SGDGBP,2024-12-03,0.587330
USDGBP,2024-12-03,0.789980
HKDGBP,2024-12-04,0.101375
NZDGBP,2024-12-04,0.464020
SGDGBP,2024-12-04,0.586610
USDGBP,2024-12-04,0.789000
HKDGBP,2024-12-05,0.101141
NZDGBP,2024-12-05,0.461000
SGDGBP,2024-12-05,0.585890
USDGBP,2024-12-05,0.787330
HKDGBP,2024-12-06,0.100709
NZDGBP,2024-12-06,0.460920
SGDGBP,2024-12-06,0.585450
USDGBP,2024-12-06,0.783740
HKDGBP,2024-12-09,0.100808
NZDGBP,2024-12-09,0.457880
SGDGBP,2024-12-09,0.584760
USDGBP,2024-12-09,0.784357
HKDGBP,2024-12-10,0.100884
NZDGBP,2024-12-10,0.459370
SGDGBP,2024-12-10,0.585120
USDGBP,2024-12-10,0.784370
HKDGBP,2024-12-11,0.100643
NZDGBP,2024-12-11,0.453920
SGDGBP,2024-12-11,0.583330
USDGBP,2024-12-11,0.782470
HKDGBP,2024-12-12,0.100743
NZDGBP,2024-12-12,0.453790
SGDGBP,2024-12-12,0.583220
USDGBP,2024-12-12,0.783310
HKDGBP,2024-12-13,0.101451
NZDGBP,2024-12-13,0.455080
SGDGBP,2024-12-13,0.585660
USDGBP,2024-12-13,0.788810
HKDGBP,2024-12-16,0.101844
NZDGBP,2024-12-16,0.456910
SGDGBP,2024-12-16,0.587350
USDGBP,2024-12-16,0.791930
HKDGBP,2024-12-17,0.101346
NZDGBP,2024-12-17,0.456270
SGDGBP,2024-12-17,0.583950
USDGBP,2024-12-17,0.788000
HKDGBP,2024-12-18,0.101241
NZDGBP,2024-12-18,0.452910
SGDGBP,2024-12-18,0.582820
USDGBP,2024-12-18,0.786730
HKDGBP,2024-12-19,0.102379
NZDGBP,2024-12-19,0.446800
SGDGBP,2024-12-19,0.583670
USDGBP,2024-12-19,0.795690
HKDGBP,2024-12-20,0.102973
NZDGBP,2024-12-20,0.450180
SGDGBP,2024-12-20,0.587470
USDGBP,2024-12-20,0.800130
HKDGBP,2024-12-23,0.102346
NZDGBP,2024-12-23,0.449530
SGDGBP,2024-12-23,0.586890
USDGBP,2024-12-23,0.795550
HKDGBP,2024-12-24,0.102671
NZDGBP,2024-12-24,0.450410
SGDGBP,2024-12-24,0.587780
USDGBP,2024-12-24,0.797800
HKDGBP,2024-12-25,0.102671
NZDGBP,2024-12-25,0.450100
SGDGBP,2024-12-25,0.586373
USDGBP,2024-12-25,0.797700
HKDGBP,2024-12-26,0.102641
NZDGBP,2024-12-26,0.450310
SGDGBP,2024-12-26,0.586530
USDGBP,2024-12-26,0.797210
HKDGBP,2024-12-27,0.102746
NZDGBP,2024-12-27,0.448900
SGDGBP,2024-12-27,0.587320
USDGBP,2024-12-27,0.798100
HKDGBP,2024-12-30,0.102387
NZDGBP,2024-12-30,0.448230
SGDGBP,2024-12-30,0.585391
USDGBP,2024-12-30,0.794988
HKDGBP,2024-12-31,0.102639
NZDGBP,2024-12-31,0.449310
SGDGBP,2024-12-31,0.586130
USDGBP,2024-12-31,0.796870
HKDGBP,2025-01-02,0.102818
NZDGBP,2025-01-02,0.447090
SGDGBP,2025-01-02,0.584920
USDGBP,2025-01-02,0.798770
HKDGBP,2025-01-03,0.103858
NZDGBP,2025-01-03,0.451680
SGDGBP,2025-01-03,0.589750
USDGBP,2025-01-03,0.807740
HKDGBP,2025-01-06,0.103447
NZDGBP,2025-01-06,0.451860
SGDGBP,2025-01-06,0.587010
USDGBP,2025-01-06,0.804710
HKDGBP,2025-01-07,0.102795
NZDGBP,2025-01-07,0.450640
SGDGBP,2025-01-07,0.586060
USDGBP,2025-01-07,0.799300
HKDGBP,2025-01-08,0.103050
NZDGBP,2025-01-08,0.451550
SGDGBP,2025-01-08,0.587220
USDGBP,2025-01-08,0.801420
HKDGBP,2025-01-09,0.103999
NZDGBP,2025-01-09,0.453450
SGDGBP,2025-01-09,0.591350
USDGBP,2025-01-09,0.809070
HKDGBP,2025-01-10,0.104465
NZDGBP,2025-01-10,0.454700
SGDGBP,2025-01-10,0.594080
USDGBP,2025-01-10,0.813050
HKDGBP,2025-01-13,0.105213
NZDGBP,2025-01-13,0.455850
SGDGBP,2025-01-13,0.597440
USDGBP,2025-01-13,0.819340
HKDGBP,2025-01-14,0.104987
NZDGBP,2025-01-14,0.458010
SGDGBP,2025-01-14,0.597400
USDGBP,2025-01-14,0.817440
HKDGBP,2025-01-15,0.105156
NZDGBP,2025-01-15,0.458730
SGDGBP,2025-01-15,0.598957
USDGBP,2025-01-15,0.818770
HKDGBP,2025-01-16,0.104910
NZDGBP,2025-01-16,0.459610
SGDGBP,2025-01-16,0.597750
USDGBP,2025-01-16,0.816770
HKDGBP,2025-01-17,0.104939
NZDGBP,2025-01-17,0.458240
SGDGBP,2025-01-17,0.597860
USDGBP,2025-01-17,0.817200
HKDGBP,2025-01-20,0.105545
NZDGBP,2025-01-20,0.458980
SGDGBP,2025-01-20,0.600780
USDGBP,2025-01-20,0.821625
HKDGBP,2025-01-21,0.104224
NZDGBP,2025-01-21,0.460660
SGDGBP,2025-01-21,0.598460
USDGBP,2025-01-21,0.810940
HKDGBP,2025-01-22,0.104120
NZDGBP,2025-01-22,0.458810
SGDGBP,2025-01-22,0.598350
USDGBP,2025-01-22,0.810675
HKDGBP,2025-01-23,0.104269
NZDGBP,2025-01-23,0.459830
SGDGBP,2025-01-23,0.599150
USDGBP,2025-01-23,0.812070
HKDGBP,2025-01-24,0.103924
NZDGBP,2025-01-24,0.459200
SGDGBP,2025-01-24,0.596920
USDGBP,2025-01-24,0.809460
HKDGBP,2025-01-27,0.103048
NZDGBP,2025-01-27,0.456800
SGDGBP,2025-01-27,0.595210
USDGBP,2025-01-27,0.802610
HKDGBP,2025-01-28,0.103036
NZDGBP,2025-01-28,0.454770
SGDGBP,2025-01-28,0.594820
USDGBP,2025-01-28,0.802530
HKDGBP,2025-01-29,0.103186
NZDGBP,2025-01-29,0.455290
SGDGBP,2025-01-29,0.594810
USDGBP,2025-01-29,0.803750
HKDGBP,2025-01-30,0.103035
NZDGBP,2025-01-30,0.454710
SGDGBP,2025-01-30,0.595080
USDGBP,2025-01-30,0.802871
HKDGBP,2025-01-31,0.103302
NZDGBP,2025-01-31,0.453540
SGDGBP,2025-01-31,0.595350
USDGBP,2025-01-31,0.804900
HKDGBP,2025-02-03,0.104359
NZDGBP,2025-02-03,0.453020
SGDGBP,2025-02-03,0.594540
USDGBP,2025-02-03,0.813540
HKDGBP,2025-02-04,0.103221
NZDGBP,2025-02-04,0.452480
SGDGBP,2025-02-04,0.591380
USDGBP,2025-02-04,0.804390
HKDGBP,2025-02-05,0.102920
NZDGBP,2025-02-05,0.452570
SGDGBP,2025-02-05,0.592470
USDGBP,2025-02-05,0.801400
HKDGBP,2025-02-06,0.102703
NZDGBP,2025-02-06,0.454860
SGDGBP,2025-02-06,0.592970
USDGBP,2025-02-06,0.799740
HKDGBP,2025-02-07,0.103268
NZDGBP,2025-02-07,0.456120
SGDGBP,2025-02-07,0.595510
USDGBP,2025-02-07,0.804020
HKDGBP,2025-02-10,0.103577
NZDGBP,2025-02-10,0.455600
SGDGBP,2025-02-10,0.594610
USDGBP,2025-02-10,0.807000
HKDGBP,2025-02-11,0.103873
NZDGBP,2025-02-11,0.455720
SGDGBP,2025-02-11,0.596550
USDGBP,2025-02-11,0.809020
HKDGBP,2025-02-12,0.103065
NZDGBP,2025-02-12,0.454370
SGDGBP,2025-02-12,0.593640
USDGBP,2025-02-12,0.803110
HKDGBP,2025-02-13,0.103106
NZDGBP,2025-02-13,0.452900
SGDGBP,2025-02-13,0.593650
USDGBP,2025-02-13,0.803170
HKDGBP,2025-02-14,0.102200
NZDGBP,2025-02-14,0.451970
SGDGBP,2025-02-14,0.592290
USDGBP,2025-02-14,0.795960
HKDGBP,2025-02-17,0.102100
NZDGBP,2025-02-17,0.455440
SGDGBP,2025-02-17,0.593160
USDGBP,2025-02-17,0.794650
HKDGBP,2025-02-18,0.101829
NZDGBP,2025-02-18,0.454030
SGDGBP,2025-02-18,0.590620
USDGBP,2025-02-18,0.792300
HKDGBP,2025-02-19,0.101874
NZDGBP,2025-02-19,0.451730
SGDGBP,2025-02-19,0.590170
USDGBP,2025-02-19,0.792030
HKDGBP,2025-02-20,0.102171
NZDGBP,2025-02-20,0.452880
SGDGBP,2025-02-20,0.591750
USDGBP,2025-02-20,0.794650
HKDGBP,2025-02-21,0.101488
NZDGBP,2025-02-21,0.454810
SGDGBP,2025-02-21,0.591776
